name,city,region
Crossing Bayabas,DAVAO CITY,REGION XI (Davao Region)
Dacudao,DAVAO CITY,REGION XI (Davao Region)
Dalag,DAVAO CITY,REGION XI (Davao Region)
Dalagdag,DAVAO CITY,REGION XI (Davao Region)
Daliao,DAVAO CITY,REGION XI (Davao Region)
Daliaon Plantation,DAVAO CITY,REGION XI (Davao Region)
Dominga,DAVAO CITY,REGION XI (Davao Region)
Dumoy,DAVAO CITY,REGION XI (Davao Region)
Eden,DAVAO CITY,REGION XI (Davao Region)
Fatima (Benowang),DAVAO CITY,REGION XI (Davao Region)
Gatungan,DAVAO CITY,REGION XI (Davao Region)
Gumalang,DAVAO CITY,REGION XI (Davao Region)
Ilang,DAVAO CITY,REGION XI (Davao Region)
Indangan,DAVAO CITY,REGION XI (Davao Region)
Kilate,DAVAO CITY,REGION XI (Davao Region)
Lacson,DAVAO CITY,REGION XI (Davao Region)
Lamanan,DAVAO CITY,REGION XI (Davao Region)
Lampianao,DAVAO CITY,REGION XI (Davao Region)
Langub,DAVAO CITY,REGION XI (Davao Region)
Alejandra Navarro (Lasang),DAVAO CITY,REGION XI (Davao Region)
Lizada,DAVAO CITY,REGION XI (Davao Region)
Los Amigos,DAVAO CITY,REGION XI (Davao Region)
Lubogan,DAVAO CITY,REGION XI (Davao Region)
Lumiad,DAVAO CITY,REGION XI (Davao Region)
Ma-a,DAVAO CITY,REGION XI (Davao Region)
Mabuhay,DAVAO CITY,REGION XI (Davao Region)
Magtuod,DAVAO CITY,REGION XI (Davao Region)
Mahayag,DAVAO CITY,REGION XI (Davao Region)
Malabog,DAVAO CITY,REGION XI (Davao Region)
Malagos,DAVAO CITY,REGION XI (Davao Region)
Malamba,DAVAO CITY,REGION XI (Davao Region)
Manambulan,DAVAO CITY,REGION XI (Davao Region)
Mandug,DAVAO CITY,REGION XI (Davao Region)
Manuel Guianga,DAVAO CITY,REGION XI (Davao Region)
Mapula,DAVAO CITY,REGION XI (Davao Region)
Marapangi,DAVAO CITY,REGION XI (Davao Region)
Marilog,DAVAO CITY,REGION XI (Davao Region)
Matina Aplaya,DAVAO CITY,REGION XI (Davao Region)
Matina Crossing,DAVAO CITY,REGION XI (Davao Region)
Matina Pangi,DAVAO CITY,REGION XI (Davao Region)
Matina Biao,DAVAO CITY,REGION XI (Davao Region)
Mintal,DAVAO CITY,REGION XI (Davao Region)
Mudiang,DAVAO CITY,REGION XI (Davao Region)
Mulig,DAVAO CITY,REGION XI (Davao Region)
New Carmen,DAVAO CITY,REGION XI (Davao Region)
New Valencia,DAVAO CITY,REGION XI (Davao Region)
Pampanga,DAVAO CITY,REGION XI (Davao Region)
Panacan,DAVAO CITY,REGION XI (Davao Region)
Panalum,DAVAO CITY,REGION XI (Davao Region)
Pandaitan,DAVAO CITY,REGION XI (Davao Region)
Pangyan,DAVAO CITY,REGION XI (Davao Region)
Paquibato (Pob.),DAVAO CITY,REGION XI (Davao Region)
Paradise Embak,DAVAO CITY,REGION XI (Davao Region)
Riverside,DAVAO CITY,REGION XI (Davao Region)
Salapawan,DAVAO CITY,REGION XI (Davao Region)
Salaysay,DAVAO CITY,REGION XI (Davao Region)
San Isidro (Licanan),DAVAO CITY,REGION XI (Davao Region)
Sasa,DAVAO CITY,REGION XI (Davao Region)
Sibulan,DAVAO CITY,REGION XI (Davao Region)
Sirawan,DAVAO CITY,REGION XI (Davao Region)
Sirib,DAVAO CITY,REGION XI (Davao Region)
Suawan (Tuli),DAVAO CITY,REGION XI (Davao Region)
Subasta,DAVAO CITY,REGION XI (Davao Region)
Sumimao,DAVAO CITY,REGION XI (Davao Region)
Tacunan,DAVAO CITY,REGION XI (Davao Region)
Tagakpan,DAVAO CITY,REGION XI (Davao Region)
Tagluno,DAVAO CITY,REGION XI (Davao Region)
Tagurano,DAVAO CITY,REGION XI (Davao Region)
Talandang,DAVAO CITY,REGION XI (Davao Region)
Talomo (Pob.),DAVAO CITY,REGION XI (Davao Region)
Talomo River,DAVAO CITY,REGION XI (Davao Region)
Tamayong,DAVAO CITY,REGION XI (Davao Region)
Tambobong,DAVAO CITY,REGION XI (Davao Region)
Tamugan,DAVAO CITY,REGION XI (Davao Region)
Tapak,DAVAO CITY,REGION XI (Davao Region)
Tawan-tawan,DAVAO CITY,REGION XI (Davao Region)
Tibuloy,DAVAO CITY,REGION XI (Davao Region)
Tibungco,DAVAO CITY,REGION XI (Davao Region)
Tigatto,DAVAO CITY,REGION XI (Davao Region)
Toril (Pob.),DAVAO CITY,REGION XI (Davao Region)
Tugbok (Pob.),DAVAO CITY,REGION XI (Davao Region)
Tungakalan,DAVAO CITY,REGION XI (Davao Region)
Ula,DAVAO CITY,REGION XI (Davao Region)
Wangan,DAVAO CITY,REGION XI (Davao Region)
Wines,DAVAO CITY,REGION XI (Davao Region)
Barangay 1-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 2-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 3-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 4-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 5-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 6-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 7-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 8-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 9-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 10-A (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 11-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 12-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 13-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 14-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 15-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 16-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 17-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 18-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 19-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 20-B (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 21-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 22-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 23-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 24-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 25-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 26-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 27-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 28-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 29-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 30-C (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 31-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 32-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 33-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 34-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 35-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 36-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 37-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 38-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 39-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Barangay 40-D (Pob.),DAVAO CITY,REGION XI (Davao Region)
Angalan,DAVAO CITY,REGION XI (Davao Region)
Baganihan,DAVAO CITY,REGION XI (Davao Region)
Bago Aplaya,DAVAO CITY,REGION XI (Davao Region)
Bantol,DAVAO CITY,REGION XI (Davao Region)
Buda,DAVAO CITY,REGION XI (Davao Region)
Centro (San Juan),DAVAO CITY,REGION XI (Davao Region)
Datu Salumay,DAVAO CITY,REGION XI (Davao Region)
Gov. Paciano Bangoy,DAVAO CITY,REGION XI (Davao Region)
Gov. Vicente Duterte,DAVAO CITY,REGION XI (Davao Region)
Gumitan,DAVAO CITY,REGION XI (Davao Region)
Inayangan,DAVAO CITY,REGION XI (Davao Region)
"Kap. Tomas Monteverde, Sr.",DAVAO CITY,REGION XI (Davao Region)
Lapu-lapu,DAVAO CITY,REGION XI (Davao Region)
"Leon Garcia, Sr.",DAVAO CITY,REGION XI (Davao Region)
Magsaysay,DAVAO CITY,REGION XI (Davao Region)
Megkawayan,DAVAO CITY,REGION XI (Davao Region)
Rafael Castillo,DAVAO CITY,REGION XI (Davao Region)
Saloy,DAVAO CITY,REGION XI (Davao Region)
San Antonio,DAVAO CITY,REGION XI (Davao Region)
Santo Niño,DAVAO CITY,REGION XI (Davao Region)
Ubalde,DAVAO CITY,REGION XI (Davao Region)
Waan,DAVAO CITY,REGION XI (Davao Region)
Wilfredo Aquino,DAVAO CITY,REGION XI (Davao Region)
Alfonso Angliongto Sr.,DAVAO CITY,REGION XI (Davao Region)
Vicente Hizon Sr.,DAVAO CITY,REGION XI (Davao Region)
Aplaya,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Balabag,CITY OF DIGOS (Capital),REGION XI (Davao Region)
San Jose (Balutakay),CITY OF DIGOS (Capital),REGION XI (Davao Region)
Binaton,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Cogon,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Colorado,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Dawis,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Dulangan,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Goma,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Igpit,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Kiagot,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Lungag,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Mahayahay,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Matti,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Kapatagan (Rizal),CITY OF DIGOS (Capital),REGION XI (Davao Region)
Ruparan,CITY OF DIGOS (Capital),REGION XI (Davao Region)
San Agustin,CITY OF DIGOS (Capital),REGION XI (Davao Region)
San Miguel (Odaca),CITY OF DIGOS (Capital),REGION XI (Davao Region)
San Roque,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Sinawilan,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Soong,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Tiguman,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Tres De Mayo,CITY OF DIGOS (Capital),REGION XI (Davao Region)
Zone 1 (Pob.),CITY OF DIGOS (Capital),REGION XI (Davao Region)
Zone 2 (Pob.),CITY OF DIGOS (Capital),REGION XI (Davao Region)
Zone 3 (Pob.),CITY OF DIGOS (Capital),REGION XI (Davao Region)
Balutakay,HAGONOY,REGION XI (Davao Region)
Clib,HAGONOY,REGION XI (Davao Region)
Guihing Aplaya,HAGONOY,REGION XI (Davao Region)
Guihing,HAGONOY,REGION XI (Davao Region)
Hagonoy Crossing,HAGONOY,REGION XI (Davao Region)
Kibuaya,HAGONOY,REGION XI (Davao Region)
La Union,HAGONOY,REGION XI (Davao Region)
Lanuro,HAGONOY,REGION XI (Davao Region)
Lapulabao,HAGONOY,REGION XI (Davao Region)
Leling,HAGONOY,REGION XI (Davao Region)
Mahayahay,HAGONOY,REGION XI (Davao Region)
Malabang Damsite,HAGONOY,REGION XI (Davao Region)
Maliit Digos,HAGONOY,REGION XI (Davao Region)
New Quezon,HAGONOY,REGION XI (Davao Region)
Paligue,HAGONOY,REGION XI (Davao Region)
Poblacion,HAGONOY,REGION XI (Davao Region)
Sacub,HAGONOY,REGION XI (Davao Region)
San Guillermo,HAGONOY,REGION XI (Davao Region)
San Isidro,HAGONOY,REGION XI (Davao Region)
Sinayawan,HAGONOY,REGION XI (Davao Region)
Tologan,HAGONOY,REGION XI (Davao Region)
Buguis,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Balangonan,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Bukid,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Butuan,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Butulan,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Caburan Big,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Caburan Small (Pob.),JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Camalian,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Carahayan,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Cayaponga,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Culaman,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Kalbay,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Kitayo,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Magulibas,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Malalan,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Mangile,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Marabutuan,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Meybio,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Molmol,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Nuing,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Patulang,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Quiapo,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
San Isidro,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Sugal,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Tabayon,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Tanuman,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region)
Abnate,KIBLAWAN,REGION XI (Davao Region)
Bagong Negros,KIBLAWAN,REGION XI (Davao Region)
Bagong Silang,KIBLAWAN,REGION XI (Davao Region)
Bagumbayan,KIBLAWAN,REGION XI (Davao Region)
Balasiao,KIBLAWAN,REGION XI (Davao Region)
Bonifacio,KIBLAWAN,REGION XI (Davao Region)
Bunot,KIBLAWAN,REGION XI (Davao Region)
Cogon-Bacaca,KIBLAWAN,REGION XI (Davao Region)
Dapok,KIBLAWAN,REGION XI (Davao Region)
Ihan,KIBLAWAN,REGION XI (Davao Region)
Kibongbong,KIBLAWAN,REGION XI (Davao Region)
Kimlawis,KIBLAWAN,REGION XI (Davao Region)
Kisulan,KIBLAWAN,REGION XI (Davao Region)
Lati-an,KIBLAWAN,REGION XI (Davao Region)
Manual,KIBLAWAN,REGION XI (Davao Region)
Maraga-a,KIBLAWAN,REGION XI (Davao Region)
Molopolo,KIBLAWAN,REGION XI (Davao Region)
New Sibonga,KIBLAWAN,REGION XI (Davao Region)
Panaglib,KIBLAWAN,REGION XI (Davao Region)
Pasig,KIBLAWAN,REGION XI (Davao Region)
Poblacion,KIBLAWAN,REGION XI (Davao Region)
Pocaleel,KIBLAWAN,REGION XI (Davao Region)
San Isidro,KIBLAWAN,REGION XI (Davao Region)
San Jose,KIBLAWAN,REGION XI (Davao Region)
San Pedro,KIBLAWAN,REGION XI (Davao Region)
Santo Niño,KIBLAWAN,REGION XI (Davao Region)
Tacub,KIBLAWAN,REGION XI (Davao Region)
Tacul,KIBLAWAN,REGION XI (Davao Region)
Waterfall,KIBLAWAN,REGION XI (Davao Region)
Bulol-Salo,KIBLAWAN,REGION XI (Davao Region)
Bacungan,MAGSAYSAY,REGION XI (Davao Region)
Balnate,MAGSAYSAY,REGION XI (Davao Region)
Barayong,MAGSAYSAY,REGION XI (Davao Region)
Blocon,MAGSAYSAY,REGION XI (Davao Region)
Dalawinon,MAGSAYSAY,REGION XI (Davao Region)
Dalumay,MAGSAYSAY,REGION XI (Davao Region)
Glamang,MAGSAYSAY,REGION XI (Davao Region)
Kanapulo,MAGSAYSAY,REGION XI (Davao Region)
Kasuga,MAGSAYSAY,REGION XI (Davao Region)
Lower Bala,MAGSAYSAY,REGION XI (Davao Region)
Mabini,MAGSAYSAY,REGION XI (Davao Region)
Malawanit,MAGSAYSAY,REGION XI (Davao Region)
Malongon,MAGSAYSAY,REGION XI (Davao Region)
New Ilocos,MAGSAYSAY,REGION XI (Davao Region)
Poblacion,MAGSAYSAY,REGION XI (Davao Region)
San Isidro,MAGSAYSAY,REGION XI (Davao Region)
San Miguel,MAGSAYSAY,REGION XI (Davao Region)
Tacul,MAGSAYSAY,REGION XI (Davao Region)
Tagaytay,MAGSAYSAY,REGION XI (Davao Region)
Upper Bala,MAGSAYSAY,REGION XI (Davao Region)
Maibo,MAGSAYSAY,REGION XI (Davao Region)
New Opon,MAGSAYSAY,REGION XI (Davao Region)
Baybay,MALALAG,REGION XI (Davao Region)
Bolton,MALALAG,REGION XI (Davao Region)
Bulacan,MALALAG,REGION XI (Davao Region)
Caputian,MALALAG,REGION XI (Davao Region)
Ibo,MALALAG,REGION XI (Davao Region)
Kiblagon,MALALAG,REGION XI (Davao Region)
Lapu-Lapu (Lapla),MALALAG,REGION XI (Davao Region)
Mabini,MALALAG,REGION XI (Davao Region)
New Baclayon,MALALAG,REGION XI (Davao Region)
Pitu,MALALAG,REGION XI (Davao Region)
Poblacion,MALALAG,REGION XI (Davao Region)
Tagansule,MALALAG,REGION XI (Davao Region)
Bagumbayan,MALALAG,REGION XI (Davao Region)
Rizal (Parame),MALALAG,REGION XI (Davao Region)
San Isidro,MALALAG,REGION XI (Davao Region)
Bito,MALITA,REGION XI (Davao Region)
Bolila,MALITA,REGION XI (Davao Region)
Buhangin,MALITA,REGION XI (Davao Region)
Culaman,MALITA,REGION XI (Davao Region)
Datu Danwata,MALITA,REGION XI (Davao Region)
Demoloc,MALITA,REGION XI (Davao Region)
Felis,MALITA,REGION XI (Davao Region)
Kibalatong,MALITA,REGION XI (Davao Region)
Kidalapong,MALITA,REGION XI (Davao Region)
Kilalag,MALITA,REGION XI (Davao Region)
Kinangan,MALITA,REGION XI (Davao Region)
Lacaron,MALITA,REGION XI (Davao Region)
Lagumit,MALITA,REGION XI (Davao Region)
Lais,MALITA,REGION XI (Davao Region)
Little Baguio,MALITA,REGION XI (Davao Region)
Macol,MALITA,REGION XI (Davao Region)
Mana,MALITA,REGION XI (Davao Region)
Manuel Peralta,MALITA,REGION XI (Davao Region)
New Argao,MALITA,REGION XI (Davao Region)
Pangian,MALITA,REGION XI (Davao Region)
Pinalpalan,MALITA,REGION XI (Davao Region)
Poblacion,MALITA,REGION XI (Davao Region)
Sangay,MALITA,REGION XI (Davao Region)
Talogoy,MALITA,REGION XI (Davao Region)
Tical,MALITA,REGION XI (Davao Region)
Ticulon,MALITA,REGION XI (Davao Region)
Tingolo,MALITA,REGION XI (Davao Region)
Tubalan,MALITA,REGION XI (Davao Region)
Pangaleon,MALITA,REGION XI (Davao Region)
Asbang,MATANAO,REGION XI (Davao Region)
Asinan,MATANAO,REGION XI (Davao Region)
Bagumbayan,MATANAO,REGION XI (Davao Region)
Bangkal,MATANAO,REGION XI (Davao Region)
Buas,MATANAO,REGION XI (Davao Region)
Buri,MATANAO,REGION XI (Davao Region)
Camanchiles,MATANAO,REGION XI (Davao Region)
Ceboza,MATANAO,REGION XI (Davao Region)
Colonsabak,MATANAO,REGION XI (Davao Region)
Dongan-Pekong,MATANAO,REGION XI (Davao Region)
Kabasagan,MATANAO,REGION XI (Davao Region)
Kapok,MATANAO,REGION XI (Davao Region)
Kauswagan,MATANAO,REGION XI (Davao Region)
Kibao,MATANAO,REGION XI (Davao Region)
La Suerte,MATANAO,REGION XI (Davao Region)
Langa-an,MATANAO,REGION XI (Davao Region)
Lower Marber,MATANAO,REGION XI (Davao Region)
Cabligan (Managa),MATANAO,REGION XI (Davao Region)
Manga,MATANAO,REGION XI (Davao Region)
New Katipunan,MATANAO,REGION XI (Davao Region)
New Murcia,MATANAO,REGION XI (Davao Region)
New Visayas,MATANAO,REGION XI (Davao Region)
Poblacion,MATANAO,REGION XI (Davao Region)
Saboy,MATANAO,REGION XI (Davao Region)
San Jose,MATANAO,REGION XI (Davao Region)
San Miguel,MATANAO,REGION XI (Davao Region)
San Vicente,MATANAO,REGION XI (Davao Region)
Saub,MATANAO,REGION XI (Davao Region)
Sinaragan,MATANAO,REGION XI (Davao Region)
Sinawilan,MATANAO,REGION XI (Davao Region)
Tamlangon,MATANAO,REGION XI (Davao Region)
Towak,MATANAO,REGION XI (Davao Region)
Tibongbong,MATANAO,REGION XI (Davao Region)
Almendras (Pob.),PADADA,REGION XI (Davao Region)
"Don Sergio Osmeña, Sr.",PADADA,REGION XI (Davao Region)
Harada Butai,PADADA,REGION XI (Davao Region)
Lower Katipunan,PADADA,REGION XI (Davao Region)
Lower Limonzo,PADADA,REGION XI (Davao Region)
Lower Malinao,PADADA,REGION XI (Davao Region)
N C Ordaneza District (Pob.),PADADA,REGION XI (Davao Region)
Northern Paligue,PADADA,REGION XI (Davao Region)
Palili,PADADA,REGION XI (Davao Region)
Piape,PADADA,REGION XI (Davao Region)
Punta Piape,PADADA,REGION XI (Davao Region)
Quirino District (Pob.),PADADA,REGION XI (Davao Region)
San Isidro,PADADA,REGION XI (Davao Region)
Southern Paligue,PADADA,REGION XI (Davao Region)
Tulogan,PADADA,REGION XI (Davao Region)
Upper Limonzo,PADADA,REGION XI (Davao Region)
Upper Malinao,PADADA,REGION XI (Davao Region)
Astorga,SANTA CRUZ,REGION XI (Davao Region)
Bato,SANTA CRUZ,REGION XI (Davao Region)
Coronon,SANTA CRUZ,REGION XI (Davao Region)
Darong,SANTA CRUZ,REGION XI (Davao Region)
Inawayan,SANTA CRUZ,REGION XI (Davao Region)
Jose Rizal,SANTA CRUZ,REGION XI (Davao Region)
Matutungan,SANTA CRUZ,REGION XI (Davao Region)
Melilia,SANTA CRUZ,REGION XI (Davao Region)
Zone I (Pob.),SANTA CRUZ,REGION XI (Davao Region)
Saliducon,SANTA CRUZ,REGION XI (Davao Region)
Sibulan,SANTA CRUZ,REGION XI (Davao Region)
Sinoron,SANTA CRUZ,REGION XI (Davao Region)
Tagabuli,SANTA CRUZ,REGION XI (Davao Region)
Tibolo,SANTA CRUZ,REGION XI (Davao Region)
Tuban,SANTA CRUZ,REGION XI (Davao Region)
Zone II (Pob.),SANTA CRUZ,REGION XI (Davao Region)
Zone III (Pob.),SANTA CRUZ,REGION XI (Davao Region)
Zone IV (Pob.),SANTA CRUZ,REGION XI (Davao Region)
Basiawan,SANTA MARIA,REGION XI (Davao Region)
Buca,SANTA MARIA,REGION XI (Davao Region)
Cadaatan,SANTA MARIA,REGION XI (Davao Region)
Kidadan,SANTA MARIA,REGION XI (Davao Region)
Kisulad,SANTA MARIA,REGION XI (Davao Region)
Malalag Tubig,SANTA MARIA,REGION XI (Davao Region)
Mamacao,SANTA MARIA,REGION XI (Davao Region)
Ogpao,SANTA MARIA,REGION XI (Davao Region)
Poblacion,SANTA MARIA,REGION XI (Davao Region)
Pongpong,SANTA MARIA,REGION XI (Davao Region)
San Agustin,SANTA MARIA,REGION XI (Davao Region)
San Antonio,SANTA MARIA,REGION XI (Davao Region)
San Isidro,SANTA MARIA,REGION XI (Davao Region)
San Juan,SANTA MARIA,REGION XI (Davao Region)
San Pedro,SANTA MARIA,REGION XI (Davao Region)
San Roque,SANTA MARIA,REGION XI (Davao Region)
Tanglad,SANTA MARIA,REGION XI (Davao Region)
Santo Niño,SANTA MARIA,REGION XI (Davao Region)
Santo Rosario,SANTA MARIA,REGION XI (Davao Region)
Datu Daligasao,SANTA MARIA,REGION XI (Davao Region)
Datu Intan,SANTA MARIA,REGION XI (Davao Region)
Kinilidan,SANTA MARIA,REGION XI (Davao Region)
Balasinon,SULOP,REGION XI (Davao Region)
Buguis,SULOP,REGION XI (Davao Region)
Carre,SULOP,REGION XI (Davao Region)
Clib,SULOP,REGION XI (Davao Region)
Harada Butai,SULOP,REGION XI (Davao Region)
Katipunan,SULOP,REGION XI (Davao Region)
Kiblagon,SULOP,REGION XI (Davao Region)
Labon,SULOP,REGION XI (Davao Region)
Laperas,SULOP,REGION XI (Davao Region)
Lapla,SULOP,REGION XI (Davao Region)
Litos,SULOP,REGION XI (Davao Region)
Luparan,SULOP,REGION XI (Davao Region)
Mckinley,SULOP,REGION XI (Davao Region)
New Cebu,SULOP,REGION XI (Davao Region)
Osmeña,SULOP,REGION XI (Davao Region)
Palili,SULOP,REGION XI (Davao Region)
Parame,SULOP,REGION XI (Davao Region)
Poblacion,SULOP,REGION XI (Davao Region)
Roxas,SULOP,REGION XI (Davao Region)
Solongvale,SULOP,REGION XI (Davao Region)
Tagolilong,SULOP,REGION XI (Davao Region)
Tala-o,SULOP,REGION XI (Davao Region)
Talas,SULOP,REGION XI (Davao Region)
Tanwalang,SULOP,REGION XI (Davao Region)
Waterfall,SULOP,REGION XI (Davao Region)
Batuganding,SARANGANI,REGION XI (Davao Region)
Konel,SARANGANI,REGION XI (Davao Region)
Lipol,SARANGANI,REGION XI (Davao Region)
Mabila (Pob.),SARANGANI,REGION XI (Davao Region)
Patuco (Sarangani Norte),SARANGANI,REGION XI (Davao Region)
Laker (Sarangani Sur),SARANGANI,REGION XI (Davao Region)
Tinina,SARANGANI,REGION XI (Davao Region)
Camahual,SARANGANI,REGION XI (Davao Region)
Camalig,SARANGANI,REGION XI (Davao Region)
Gomtago,SARANGANI,REGION XI (Davao Region)
Tagen,SARANGANI,REGION XI (Davao Region)
Tucal,SARANGANI,REGION XI (Davao Region)
Calian,DON MARCELINO,REGION XI (Davao Region)
Kiobog,DON MARCELINO,REGION XI (Davao Region)
North Lamidan,DON MARCELINO,REGION XI (Davao Region)
Lawa (Pob.),DON MARCELINO,REGION XI (Davao Region)
Nueva Villa,DON MARCELINO,REGION XI (Davao Region)
Talagutong (Pob.),DON MARCELINO,REGION XI (Davao Region)
Baluntaya,DON MARCELINO,REGION XI (Davao Region)
Dalupan,DON MARCELINO,REGION XI (Davao Region)
Kinanga,DON MARCELINO,REGION XI (Davao Region)
Lanao,DON MARCELINO,REGION XI (Davao Region)
Lapuan,DON MARCELINO,REGION XI (Davao Region)
Linadasan,DON MARCELINO,REGION XI (Davao Region)
Mabuhay,DON MARCELINO,REGION XI (Davao Region)
South Lamidan,DON MARCELINO,REGION XI (Davao Region)
West Lamidan,DON MARCELINO,REGION XI (Davao Region)
Cabangcalan,BANAYBANAY,REGION XI (Davao Region)
Caganganan,BANAYBANAY,REGION XI (Davao Region)
Calubihan,BANAYBANAY,REGION XI (Davao Region)
Causwagan,BANAYBANAY,REGION XI (Davao Region)
Punta Linao,BANAYBANAY,REGION XI (Davao Region)
Mahayag,BANAYBANAY,REGION XI (Davao Region)
Maputi,BANAYBANAY,REGION XI (Davao Region)
Mogbongcogon,BANAYBANAY,REGION XI (Davao Region)
Panikian,BANAYBANAY,REGION XI (Davao Region)
Pintatagan,BANAYBANAY,REGION XI (Davao Region)
Piso Proper,BANAYBANAY,REGION XI (Davao Region)
Poblacion,BANAYBANAY,REGION XI (Davao Region)
San Vicente,BANAYBANAY,REGION XI (Davao Region)
Rang-ay,BANAYBANAY,REGION XI (Davao Region)
Cabasagan,BOSTON,REGION XI (Davao Region)
Caatihan,BOSTON,REGION XI (Davao Region)
Cawayanan,BOSTON,REGION XI (Davao Region)
Poblacion,BOSTON,REGION XI (Davao Region)
