BRGY_CODE,REGION,MUNICIPALITY,PROVINCE,BRGY,URBANITY,,,
133910020,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 705,URBAN,#REF!,0,0
133910021,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 706,URBAN,#REF!,0,0
133910022,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 707,URBAN,#REF!,0,0
133910023,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 708,URBAN,#REF!,0,0
133910024,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 709,URBAN,#REF!,0,0
133910025,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 710,URBAN,#REF!,0,0
133910026,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 711,URBAN,#REF!,0,0
133910027,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 712,URBAN,#REF!,0,0
133910028,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 713,URBAN,#REF!,0,0
133910029,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 714,URBAN,#REF!,0,0
133910030,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 715,URBAN,#REF!,0,0
133910031,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 716,URBAN,#REF!,0,0
133910032,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 717,URBAN,#REF!,0,0
133910033,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 718,URBAN,#REF!,0,0
133910034,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 719,URBAN,#REF!,0,0
133910035,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 720,URBAN,#REF!,0,0
133910036,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 721,URBAN,#REF!,0,0
133910037,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 722,URBAN,#REF!,0,0
133910038,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 723,URBAN,#REF!,0,0
133910039,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 724,URBAN,#REF!,0,0
133910040,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 725,URBAN,#REF!,0,0
133910041,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 726,URBAN,#REF!,0,0
133910042,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 727,URBAN,#REF!,0,0
133910043,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 728,URBAN,#REF!,0,0
133910044,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 729,URBAN,#REF!,0,0
133910045,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 730,URBAN,#REF!,0,0
133910046,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 731,URBAN,#REF!,0,0
133910047,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 732,URBAN,#REF!,0,0
133910048,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 733,URBAN,#REF!,0,0
133910052,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 738,URBAN,#REF!,0,0
133910053,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 739,URBAN,#REF!,0,0
133910054,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 740,URBAN,#REF!,0,0
133910055,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 741,URBAN,#REF!,3,3
133910056,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 742,URBAN,#REF!,0,0
133910057,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 743,URBAN,#REF!,0,0
133910058,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 744,URBAN,#REF!,0,0
133910059,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 688,URBAN,#REF!,0,0
133910060,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 735,URBAN,#REF!,0,0
133910061,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 736,URBAN,#REF!,0,0
133910062,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 737,URBAN,#REF!,0,0
133910063,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 734,URBAN,#REF!,0,0
133911001,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 662,URBAN,#REF!,0,0
133911004,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 664-A,URBAN,#REF!,0,0
133911005,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 671,URBAN,#REF!,0,0
133911006,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 672,URBAN,#REF!,0,0
133911007,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 673,URBAN,#REF!,0,0
133911008,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 674,URBAN,#REF!,0,0
133911009,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 675,URBAN,#REF!,0,0
133911010,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 676,URBAN,#REF!,0,0
133911011,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 677,URBAN,#REF!,0,0
133911012,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 678,URBAN,#REF!,0,0
133911013,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 679,URBAN,#REF!,0,0
133911014,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 680,URBAN,#REF!,0,0
133911015,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 681,URBAN,#REF!,0,0
133911016,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 682,URBAN,#REF!,0,0
133911017,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 683,URBAN,#REF!,0,0
133911018,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 684,URBAN,#REF!,0,0
133911019,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 685,URBAN,#REF!,0,0
133911023,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 809,URBAN,#REF!,0,0
133911024,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 810,URBAN,#REF!,0,0
133911025,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 811,URBAN,#REF!,0,0
133911026,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 812,URBAN,#REF!,0,0
133911027,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 813,URBAN,#REF!,0,0
133911028,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 814,URBAN,#REF!,0,0
133911029,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 815,URBAN,#REF!,0,0
133911030,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 816,URBAN,#REF!,0,0
133911031,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 817,URBAN,#REF!,0,0
133911032,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 818,URBAN,#REF!,0,0
133911034,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 819,URBAN,#REF!,0,0
133911035,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 820,URBAN,#REF!,0,0
133911036,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 821,URBAN,#REF!,0,0
133911037,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 822,URBAN,#REF!,0,0
133911038,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 823,URBAN,#REF!,3,3
133911039,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 824,URBAN,#REF!,0,0
133911040,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 825,URBAN,#REF!,0,0
133911041,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 826,URBAN,#REF!,0,0
133911042,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 827,URBAN,#REF!,0,0
133911043,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 828,URBAN,#REF!,0,0
133911044,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 829,URBAN,#REF!,0,0
133911045,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 830,URBAN,#REF!,0,0
133911046,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 831,URBAN,#REF!,0,0
133911047,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 832,URBAN,#REF!,0,0
133911048,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 686,URBAN,#REF!,0,0
133911049,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 687,URBAN,#REF!,0,0
133912001,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 833,URBAN,#REF!,0,0
133912002,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 834,URBAN,#REF!,0,0
133912003,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 835,URBAN,#REF!,0,0
133912004,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 836,URBAN,#REF!,0,0
133912005,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 837,URBAN,#REF!,0,0
133912006,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 838,URBAN,#REF!,0,0
133912007,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 839,URBAN,#REF!,0,0
133912008,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 840,URBAN,#REF!,0,0
133912009,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 841,URBAN,#REF!,0,0
133912010,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 842,URBAN,#REF!,0,0
133912011,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 843,URBAN,#REF!,0,0
133912012,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 844,URBAN,#REF!,0,0
133912013,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 845,URBAN,#REF!,0,0
133912014,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 846,URBAN,#REF!,0,0
133912015,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 847,URBAN,#REF!,0,0
133912016,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 848,URBAN,#REF!,0,0
133912017,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 849,URBAN,#REF!,0,0
133912018,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 850,URBAN,#REF!,0,0
133912019,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 851,URBAN,#REF!,0,0
133912020,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 852,URBAN,#REF!,0,0
133912021,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 853,URBAN,#REF!,0,0
133912023,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 855,URBAN,#REF!,0,0
133912024,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 856,URBAN,#REF!,0,0
133912025,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 857,URBAN,#REF!,0,0
133912026,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 858,URBAN,#REF!,0,0
133912027,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 859,URBAN,#REF!,0,0
133912028,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 860,URBAN,#REF!,0,0
133912029,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 861,URBAN,#REF!,0,0
133912030,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 862,URBAN,#REF!,0,0
133912031,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 863,URBAN,#REF!,0,0
133912032,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 864,URBAN,#REF!,0,0
133912033,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 865,URBAN,#REF!,0,0
133912034,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 867,URBAN,#REF!,0,0
133912035,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 868,URBAN,#REF!,0,0
133912036,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 870,URBAN,#REF!,0,0
133912037,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 871,URBAN,#REF!,0,0
133912038,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 872,URBAN,#REF!,0,0
133912039,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,Barangay 869,URBAN,#REF!,0,0
133913001,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PORT AREA,Barangay 649,URBAN,#REF!,0,0
133913002,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PORT AREA,Barangay 650,URBAN,#REF!,0,0
133913003,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PORT AREA,Barangay 651,URBAN,#REF!,0,0
133913004,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PORT AREA,Barangay 652,URBAN,#REF!,0,0
133913005,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PORT AREA,Barangay 653,URBAN,#REF!,0,0
133914002,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 745,URBAN,#REF!,0,0
133914003,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 746,URBAN,#REF!,0,0
133914004,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 747,URBAN,#REF!,0,0
133914005,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 748,URBAN,#REF!,0,0
133914006,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 749,URBAN,#REF!,0,0
133914007,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 750,URBAN,#REF!,0,0
133914008,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 751,URBAN,#REF!,3,3
133914009,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 752,URBAN,#REF!,0,0
133914010,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 753,URBAN,#REF!,0,0
133914011,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 755,URBAN,#REF!,0,0
133914012,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 756,URBAN,#REF!,0,0
133914013,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 757,URBAN,#REF!,0,0
133914014,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 758,URBAN,#REF!,0,0
133914015,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 759,URBAN,#REF!,0,0
133914016,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 760,URBAN,#REF!,0,0
133914017,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 761,URBAN,#REF!,0,0
133914018,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 762,URBAN,#REF!,0,0
133914019,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 763,URBAN,#REF!,0,0
133914020,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 764,URBAN,#REF!,0,0
133914021,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 765,URBAN,#REF!,0,0
133914022,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 766,URBAN,#REF!,0,0
133914023,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 767,URBAN,#REF!,0,0
133914024,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 768,URBAN,#REF!,0,0
133914025,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 769,URBAN,#REF!,0,0
133914026,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 770,URBAN,#REF!,0,0
133914027,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 771,URBAN,#REF!,0,0
133914028,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 772,URBAN,#REF!,0,0
133914029,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 773,URBAN,#REF!,0,0
133914030,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 774,URBAN,#REF!,0,0
133914031,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 775,URBAN,#REF!,0,0
133914032,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 776,URBAN,#REF!,0,0
133914033,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 777,URBAN,#REF!,0,0
133914034,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 778,URBAN,#REF!,0,0
133914035,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 779,URBAN,#REF!,0,0
133914036,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 780,URBAN,#REF!,3,3
133914037,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 781,URBAN,#REF!,0,0
133914038,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 782,URBAN,#REF!,0,0
133914039,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 783,URBAN,#REF!,0,0
133914040,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 784,URBAN,#REF!,0,0
133914041,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 785,URBAN,#REF!,0,0
133914042,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 786,URBAN,#REF!,0,0
133914043,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 787,URBAN,#REF!,0,0
133914044,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 788,URBAN,#REF!,0,0
133914045,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 789,URBAN,#REF!,0,0
133914046,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 790,URBAN,#REF!,0,0
133914047,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 791,URBAN,#REF!,0,0
133914048,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 792,URBAN,#REF!,0,0
133914049,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 793,URBAN,#REF!,0,0
133914050,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 794,URBAN,#REF!,0,0
133914051,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 795,URBAN,#REF!,0,0
133914052,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 796,URBAN,#REF!,0,0
133914053,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 797,URBAN,#REF!,0,0
133914054,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 798,URBAN,#REF!,0,0
133914055,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 799,URBAN,#REF!,0,0
133914056,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 800,URBAN,#REF!,0,0
133914057,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 801,URBAN,#REF!,0,0
133914058,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 802,URBAN,#REF!,0,0
133914059,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 803,URBAN,#REF!,0,0
133914060,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 804,URBAN,#REF!,0,0
133914061,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 805,URBAN,#REF!,0,0
133914062,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 806,URBAN,#REF!,0,0
133914063,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 807,URBAN,#REF!,0,0
133914064,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 866,URBAN,#REF!,0,0
133914066,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 873,URBAN,#REF!,0,0
133914067,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 874,URBAN,#REF!,0,0
133914068,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 875,URBAN,#REF!,0,0
133914069,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 876,URBAN,#REF!,0,0
133914070,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 877,URBAN,#REF!,0,0
133914071,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 878,URBAN,#REF!,0,0
133914072,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 879,URBAN,#REF!,0,0
133914073,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 880,URBAN,#REF!,0,0
133914074,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 881,URBAN,#REF!,0,0
133914075,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 882,URBAN,#REF!,0,0
133914076,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 883,URBAN,#REF!,0,0
133914077,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 884,URBAN,#REF!,0,0
133914078,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 885,URBAN,#REF!,0,0
133914079,NCR,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 886,URBAN,#REF!,0,0
